"","enddate","XOM.Close","lag","log.return","observation"
"178","2016-08-31",87.139999,87.519997,-0.00435129518228106,178
"179","2016-09-01",86.839996,87.139999,-0.00344871026514237,179
"180","2016-09-02",87.419998,86.839996,0.00665676760874057,180
"181","2016-09-06",88.57,87.419998,0.0130691332643833,181
"182","2016-09-07",88.239998,88.57,-0.003732847541702,182
"183","2016-09-08",89.050003,88.239998,0.00913769114481955,183
"184","2016-09-09",86.839996,89.050003,-0.0251307444762414,184
"185","2016-09-12",87.290001,86.839996,0.0051686212549571,185
"186","2016-09-13",85.209999,87.290001,-0.0241171340991722,186
"187","2016-09-14",84.599998,85.209999,-0.00718454313263717,187
"188","2016-09-15",85.080002,84.599998,0.00565777086780805,188
"189","2016-09-16",84.029999,85.080002,-0.0124181477997078,189
"190","2016-09-19",83.830002,84.029999,-0.00238290353204196,190
"191","2016-09-20",82.540001,83.830002,-0.0155079260677997,191
"192","2016-09-21",83.300003,82.540001,0.00916554874742825,192
"193","2016-09-22",83.540001,83.300003,0.00287698585214091,193
"194","2016-09-23",83.449997,83.540001,-0.00107795688117029,194
"195","2016-09-26",83.059998,83.449997,-0.00468440003454429,195
"196","2016-09-27",83.239998,83.059998,0.00216476337489535,196
"197","2016-09-28",86.900002,83.239998,0.0430300777877823,197
"198","2016-09-29",86.459999,86.900002,-0.00507618761286288,198
"199","2016-09-30",87.279999,86.459999,0.00943946239399374,199
"200","2016-10-03",87.050003,87.279999,-0.0026386293902867,200
"201","2016-10-04",86.25,87.050003,-0.00923264476568075,201
"202","2016-10-05",87,86.25,0.00865806274311431,202
"203","2016-10-06",87.040001,87,0.000459675942019011,203
"204","2016-10-07",86.739998,87.040001,-0.00345267924679593,204
"205","2016-10-10",88.440002,86.739998,0.0194092632536407,205
"206","2016-10-11",87.739998,88.440002,-0.00794650566000055,206
"207","2016-10-12",87.129997,87.739998,-0.00697665113156187,207
"208","2016-10-13",86.559998,87.129997,-0.00656342981907443,208
"209","2016-10-14",86.540001,86.559998,-0.000231045640721739,209
"210","2016-10-17",86.540001,86.540001,0,210
"211","2016-10-18",86.769997,86.540001,0.00265415887914777,211
"212","2016-10-19",87.169998,86.769997,0.00459930684857479,212
"213","2016-10-20",87.209999,87.169998,0.00045877969250796,213
"214","2016-10-21",86.620003,87.209999,-0.00678822135180557,214
"215","2016-10-24",86.910004,86.620003,0.0033423760534772,215
"216","2016-10-25",86.720001,86.910004,-0.00218859725128961,216
"217","2016-10-26",87.089996,86.720001,0.00425747155244771,217
"218","2016-10-27",86.919998,87.089996,-0.00195388839658417,218
