"","enddate","XOM.Close","lag","log.return","observation"
"1","2015-12-17",77.959999,79.150002,-0.0151489497832289,1
"2","2015-12-18",77.279999,77.959999,-0.00876068484796555,2
"3","2015-12-21",77.260002,77.279999,-0.000258793839551963,3
"4","2015-12-22",77.650002,77.260002,0.00503519222654436,4
"5","2015-12-23",80.190002,77.650002,0.032187268408407,5
"6","2015-12-24",79.330002,80.190002,-0.0107824512346486,6
"7","2015-12-28",78.739998,79.330002,-0.0074651324095143,7
"8","2015-12-29",79.160004,78.739998,0.00531991114939423,8
"9","2015-12-30",78.110001,79.160004,-0.0133530688402708,9
"10","2015-12-31",77.949997,78.110001,-0.00205054540708804,10
"11","2016-01-04",77.459999,77.949997,-0.00630589584085861,11
"12","2016-01-05",78.120003,77.459999,0.00848448323421813,12
"13","2016-01-06",77.470001,78.120003,-0.00835536685890137,13
"14","2016-01-07",76.230003,77.470001,-0.0161356521972671,14
"15","2016-01-08",74.690002,76.230003,-0.0204088842084449,15
"16","2016-01-11",73.690002,74.690002,-0.0134791092266893,16
"17","2016-01-12",75.199997,73.690002,0.0202840591425435,17
"18","2016-01-13",75.650002,75.199997,0.00596627560972962,18
"19","2016-01-14",79.120003,75.650002,0.0448482585596386,19
"20","2016-01-15",77.580002,79.120003,-0.0196560374398835,20
"21","2016-01-19",76.400002,77.580002,-0.0153269654411758,21
"22","2016-01-20",73.18,76.400002,-0.0430605627594236,22
"23","2016-01-21",74.099998,73.18,0.0124933457204266,23
"24","2016-01-22",76.57,74.099998,0.0327898498135442,24
"25","2016-01-25",73.980003,76.57,-0.0344105281692242,25
"26","2016-01-26",76.699997,73.980003,0.0361068423039734,26
"27","2016-01-27",75.290001,76.699997,-0.018554332115774,27
"28","2016-01-28",76.989998,75.290001,0.0223281801685511,28
"29","2016-01-29",77.849998,76.989998,0.0111083552770186,29
"30","2016-02-01",76.290001,77.849998,-0.0202419913795611,30
"31","2016-02-02",74.589996,76.290001,-0.0225354848694366,31
"32","2016-02-03",78.480003,74.589996,0.0508374571428272,32
"33","2016-02-04",79.830002,78.480003,0.0170555452275387,33
"34","2016-02-05",80.080002,79.830002,0.00312676127104439,34
"35","2016-02-08",81.160004,80.080002,0.0133964042609858,35
"36","2016-02-09",80.080002,81.160004,-0.0133964042609858,36
"37","2016-02-10",79.349998,80.080002,-0.00915773821436083,37
"38","2016-02-11",79.599998,79.349998,0.00314564595707978,38
"39","2016-02-12",81.029999,79.599998,0.0178053764068169,39
"40","2016-02-16",81.220001,81.029999,0.00234209043886491,40
"41","2016-02-17",82,81.220001,0.00955771269386307,41
"42","2016-02-18",82.449997,82,0.00547276535566521,42
"43","2016-02-19",82.5,82.449997,0.000606280720716335,43
"44","2016-02-22",82.389999,82.5,-0.00133423515053188,44
"45","2016-02-23",81.230003,82.389999,-0.0141793841950735,45
"46","2016-02-24",81.519997,81.230003,0.00356367811865432,46
"47","2016-02-25",82.010002,81.519997,0.00599286332190552,47
"48","2016-02-26",81.75,82.010002,-0.00317540565822672,48
"49","2016-02-29",80.150002,81.75,-0.0197659057685886,49
"50","2016-03-01",81.279999,80.150002,0.0140000675182481,50
"51","2016-03-02",82.699997,81.279999,0.0173195942269277,51
"52","2016-03-03",82.400002,82.699997,-0.00363410456667967,52
"53","2016-03-04",82.290001,82.400002,-0.00133585541750403,53
"54","2016-03-07",84.459999,82.290001,0.0260284318961066,54
"55","2016-03-08",82.629997,84.459999,-0.0219052632592067,55
"56","2016-03-09",82.400002,82.629997,-0.00278731321939585,56
"57","2016-03-10",82.18,82.400002,-0.00267349773200642,57
"58","2016-03-11",82.190002,82.18,0.000121701039005551,58
"59","2016-03-14",82.410004,82.190002,0.00267317281882029,59
"60","2016-03-15",82.82,82.410004,0.00496274080433157,60
"61","2016-03-16",82.870003,82.82,0.000603572944807951,61
"62","2016-03-17",84.099998,82.870003,0.0147333921354598,62
"63","2016-03-18",84.199997,84.099998,0.00118834242113763,63
"64","2016-03-21",83.620003,84.199997,-0.00691212381382389,64
"65","2016-03-22",84.120003,83.620003,0.00596162469283357,65
"66","2016-03-23",83.75,84.120003,-0.00440821579266082,66
"67","2016-03-24",83.980003,83.75,0.00274254027366183,67
"68","2016-03-28",84.220001,83.980003,0.00285372362860858,68
"69","2016-03-29",84.529999,84.220001,0.00367405450327052,69
"70","2016-03-30",84.519997,84.529999,-0.000118331857418497,70
"71","2016-03-31",83.589996,84.519997,-0.0110643093948486,71
"72","2016-04-01",82.959999,83.589996,-0.00756529599117961,72
"73","2016-04-04",83.160004,82.959999,0.00240795922258918,73
"74","2016-04-05",82.209999,83.160004,-0.0114895740897873,74
"75","2016-04-06",83.309998,82.209999,0.0132916289800242,75
"76","2016-04-07",82.370003,83.309998,-0.0113472366059124,76
"77","2016-04-08",83.209999,82.370003,0.0101461915203691,77
"78","2016-04-11",83.32,83.209999,0.00132109549821902,78
"79","2016-04-12",84.349998,83.32,0.0122861688884761,79
"80","2016-04-13",84.830002,84.349998,0.00567449211496029,80
"81","2016-04-14",85.43,84.830002,0.00704804976731932,81
"82","2016-04-15",84.970001,85.43,-0.00539906237921794,82
"83","2016-04-18",85.779999,84.970001,0.00948760264669612,83
"84","2016-04-19",86.209999,85.779999,0.00500030119124606,84
"85","2016-04-20",86.800003,86.209999,0.00682048760626408,85
"86","2016-04-21",86.790001,86.800003,-0.000115237050297701,86
"87","2016-04-22",87.529999,86.790001,0.00849016114147449,87
"88","2016-04-25",87.330002,87.529999,-0.00228751099241364,88
"89","2016-04-26",87.629997,87.330002,0.00342930150562903,89
"90","2016-04-27",88.459999,87.629997,0.00942709030272848,90
"91","2016-04-28",88.029999,88.459999,-0.00487280702258541,91
"92","2016-04-29",88.400002,88.029999,0.00419433815498138,92
"93","2016-05-02",89.129997,88.400002,0.00822395221589289,93
"94","2016-05-03",88.110001,89.129997,-0.0115098992558371,94
"95","2016-05-04",87.940002,88.110001,-0.00193125873264499,95
"96","2016-05-05",88.040001,87.940002,0.00113648152129109,96
"97","2016-05-06",88.510002,88.040001,0.00532429456036798,97
"98","2016-05-09",88.57,88.510002,0.000677637244389295,98
"99","2016-05-10",89.989998,88.57,0.015905330999674,99
"100","2016-05-11",88.809998,89.989998,-0.0131992970707397,100
"101","2016-05-12",89.669998,88.809998,0.00963700890952701,101
"102","2016-05-13",88.660004,89.669998,-0.0113273682268717,102
"103","2016-05-16",89.57,88.660004,0.0102115680540233,103
"104","2016-05-17",89.529999,89.57,-0.00044668901047995,104
"105","2016-05-18",89.349998,89.529999,-0.00201253425507097,105
"106","2016-05-19",90.110001,89.349998,0.00846993812294006,106
"107","2016-05-20",89.739998,90.110001,-0.00411457908326174,107
"108","2016-05-23",89.599998,89.739998,-0.00156128060177529,108
"109","2016-05-24",89.669998,89.599998,0.000780945000496303,109
"110","2016-05-25",90.260002,89.669998,0.00655817389711189,110
"111","2016-05-26",89.800003,90.260002,-0.00510940784133851,111
"112","2016-05-27",90.010002,89.800003,0.00233578877302154,112
"113","2016-05-31",89.019997,90.010002,-0.0110597676013313,113
"114","2016-06-01",89.239998,89.019997,0.00246831726544094,114
"115","2016-06-02",88.529999,89.239998,-0.00798788082550494,115
"116","2016-06-03",88.370003,88.529999,-0.00180888684926739,116
"117","2016-06-06",89.339996,88.370003,0.0109166916731089,117
"118","2016-06-07",90.709999,89.339996,0.0152183224515161,118
"119","2016-06-08",90.790001,90.709999,0.000881564795385259,119
"120","2016-06-09",90.669998,90.790001,-0.00132263879814332,120
"121","2016-06-10",89.980003,90.669998,-0.00763906284618354,121
"122","2016-06-13",90.589996,89.980003,0.00675633077244342,122
"123","2016-06-14",90.43,90.589996,-0.00176771677382259,123
"124","2016-06-15",90.160004,90.43,-0.00299015665529634,124
"125","2016-06-16",91.220001,90.160004,0.0116882681489701,125
"126","2016-06-17",90.720001,91.220001,-0.00549633124369286,126
"127","2016-06-20",91.120003,90.720001,0.00439950106017317,127
"128","2016-06-21",91.529999,91.120003,0.00448942440876543,128
"129","2016-06-22",91.169998,91.529999,-0.00394090281153758,129
"130","2016-06-23",91.800003,91.169998,0.00688645664641196,130
"131","2016-06-24",89.389999,91.800003,-0.026603522393355,131
"132","2016-06-27",88.860001,89.389999,-0.00594669915140766,132
"133","2016-06-28",90.910004,88.860001,0.022807941371906,133
"134","2016-06-29",92.459999,90.910004,0.0169060576112656,134
"135","2016-06-30",93.739998,92.459999,0.0137488634143592,135
"136","2016-07-01",93.839996,93.739998,0.00106619056052182,136
"137","2016-07-05",93.019997,93.839996,-0.008776670174651,137
"138","2016-07-06",94.089996,93.019997,0.0114372369613633,138
"139","2016-07-07",92.959999,94.089996,-0.0120824461598987,139
"140","2016-07-08",93.540001,92.959999,0.00621988064206747,140
"141","2016-07-11",93.889999,93.540001,0.00373471063134101,141
"142","2016-07-12",94.949997,93.889999,0.0112265320430227,142
"143","2016-07-13",94.879997,94.949997,-0.000737502032190029,143
"144","2016-07-14",94.949997,94.879997,0.000737502032190029,144
"145","2016-07-15",95.120003,94.949997,0.0017888782589166,145
"146","2016-07-18",94.82,95.120003,-0.00315892644766169,146
"147","2016-07-19",94.470001,94.82,-0.00369802310755851,147
"148","2016-07-20",93.93,94.470001,-0.0057325103599899,148
"149","2016-07-21",93.849998,93.93,-0.000852082284508171,149
"150","2016-07-22",94.010002,93.849998,0.00170343914287585,150
"151","2016-07-25",92.199997,94.010002,-0.0194410828402054,151
"152","2016-07-26",91.529999,92.199997,-0.007293321553278,152
"153","2016-07-27",90.910004,91.529999,-0.00679672633798223,153
"154","2016-07-28",90.199997,90.910004,-0.00784065632417263,154
"155","2016-07-29",88.949997,90.199997,-0.0139550134241224,155
"156","2016-08-01",85.860001,88.949997,-0.0353563059417494,156
"157","2016-08-02",87.040001,85.860001,0.013649720153321,157
"158","2016-08-03",87.489998,87.040001,0.00515668366181465,158
"159","2016-08-04",87.480003,87.489998,-0.000114248156298125,159
"160","2016-08-05",87.559998,87.480003,0.000914019711062863,160
"161","2016-08-08",88.589996,87.559998,0.0116946894589347,161
"162","2016-08-09",88.699997,88.589996,0.00124091622154499,162
"163","2016-08-10",86.410004,88.699997,-0.026156399349416,163
"164","2016-08-11",86.720001,86.410004,0.00358109307845567,164
"165","2016-08-12",87.849998,86.720001,0.0129462426443263,165
"166","2016-08-15",87.809998,87.849998,-0.000455425271573162,166
"167","2016-08-16",87.919998,87.809998,0.00125192075195812,167
"168","2016-08-17",88.110001,87.919998,0.00215875788067521,168
"169","2016-08-18",88.910004,88.110001,0.00903862189427418,169
"170","2016-08-19",87.800003,88.910004,-0.0125631323127271,170
"171","2016-08-22",87.989998,87.800003,0.00216161411797877,171
"172","2016-08-23",87.720001,87.989998,-0.00307321397801719,172
"173","2016-08-24",88.019997,87.720001,0.00341409235018553,173
"174","2016-08-25",87.459999,88.019997,-0.00638249274880565,174
"175","2016-08-26",87.269997,87.459999,-0.00217480775183088,175
"176","2016-08-29",87.839996,87.269997,0.00651020542473368,176
"177","2016-08-30",87.519997,87.839996,-0.00364962782808842,177
